language_id,country_id
mnc,CN
but,CN
tib,CN
mgg,CN
dgr,CN
lah,CN
cnt,CN
hmo,CN
mnd,CN
ics,IS
ice,IS
kym,UA
urm,UA
ydd,UA
krm,UA
ukr,UA
sey,SC
duz,NL
ned,NL
frw,NL
fri,NL
dut,NL
mkg,GM
wlf,GM
dio,GM
gpz,CH
gbe,CH
gos,CH
gtg,CH
gzu,CH
rmc,CH
rsm,CH
rsc,CH
rsu,CH
ita,CH
ger,CH
fre,CH
yao,MW
cic,MW
nsy,SY
ams,SY
asy,SY
mlt,MT
gcy,CY
ako,CY
gso,GL
gre,GL
grw,GL
qec,EC
sec,EC
esm,EC
zpr,EC
cof,EC
tsf,EC
sin,EC
cay,EC
jiv,EC
wao,EC
qim,EC
awp,EC
kaz,KZ
moe,KZ
gfr,GF
wyn,GF
srm,GF
ndy,GF
ttn,TL
svk,SK
aka,CF
brz,CF
ykm,CF
big,CF
aja,CF
ktk,CF
mdo,CF
gbk,CF
nza,CF
bgr,CF
kar,CF
gul,CF
run,CF
mbm,CF
lnd,CF
zan,CF
gbb,CF
san,CF
tkm,TM
ses,LS
arm,AM
fum,ML
xas,ML
dyu,ML
boz,ML
kgi,ML
mdk,ML
dts,ML
snn,ML
maw,ML
dds,ML
kch,ML
bam,ML
kse,ML
kfe,ML
sup,ML
akm,BD
hyo,BD
bec,BD
miz,BD
ben,BD
baw,BD
wyn,SR
sra,SR
srm,SR
tir,SR
ara,SR
car,SR
ndy,SR
ydd,BY
blr,BY
cri,UZ
uzn,UZ
kkp,UZ
uzb,UZ
yak,AO
xun,AO
luc,AO
umb,AO
kxo,AO
kwn,AO
ndo,AO
juh,AO
luv,AO
kin,RW
fea,DE
fno,DE
gba,DE
gbl,DE
gha,DE
gma,DE
gth,DE
gwe,DE
lge,DE
srl,DE
ydd,DE
dge,DE
plb,DE
sou,DE
srb,DE
fri,DE
ger,DE
wll,WF
fue,WF
jcr,JM
sum,NI
mis,NI
ram,NI
eny,CD
kyo,CD
ktb,CD
les,CD
lgt,CD
mit,CD
sge,CD
yak,CD
dng,CD
ndi,CD
nng,CD
mdu,CD
nbe,CD
tet,CD
yns,CD
blu,CD
fio,CD
dok,CD
nde,CD
nto,CD
bol,CD
sgl,CD
tal,CD
hem,CD
lmb,CD
mbl,CD
bia,CD
leb,CD
leg,CD
ma,CD
bob,CD
bem,CD
kil,CD
ngb,CD
bbu,CD
kte,CD
dgo,CD
mgo,CD
tbw,CD
avo,CD
cil,CD
mmv,CD
nza,CD
bsh,CD
mga,CD
bgr,CD
mbt,CD
hnd,CD
ldu,CD
lbu,CD
mba,CD
lin,CD
zan,CD
kon,CD
lug,CD
nti,CD
lcr,GY
pem,GY
bdc,GY
wai,GY
wps,GY
akw,GY
mac,GY
bth,OM
jib,OM
hrs,OM
ams,OM
arg,OM
lcr,GD
gus,KE
ksl,KE
buk,KE
luy,KE
dbd,KE
orb,KE
ren,KE
kba,KE
dah,KE
orw,KE
pkt,KE
kik,KE
tna,KE
luo,KE
maa,KE
nan,KE
mcr,MU
lcr,TT
sam,AS
zno,ZA
zso,ZA
tsn,ZA
tsw,ZA
ven,ZA
xam,ZA
afr,ZA
stn,ZA
swt,ZA
ndb,ZA
xho,ZA
krn,ZA
ses,ZA
zul,ZA
ylt,LT
ydd,LT
krm,LT
lit,LT
hcr,HT
gba,AT
gau,AT
gvi,AT
rbg,AT
ger,AT
ksp,TD
tmk,TD
abb,TD
gir,TD
mig,TD
mko,TD
tpr,TD
klk,TD
mii,TD
sug,TD
kbu,TD
sil,TD
dnw,TD
lam,TD
lua,TD
day,TD
mdg,TD
bid,TD
ken,TD
mas,TD
laa,TD
mbr,TD
run,TD
tma,TD
mgu,TD
mbm,TD
ngm,TD
bud,TD
tbu,TD
msl,TD
mby,TD
lel,TD
mab,TD
ker,TD
bag,TD
knr,TD
nnm,TV
tvl,TV
guq,CO
hia,CO
umu,CO
yrm,CO
cat,CO
cma,CO
cur,CO
gyb,CO
mcg,CO
mcn,CO
mti,CO
nuk,CO
ppc,CO
prt,CO
pla,CO
pui,CO
sri,CO
tty,CO
yrt,CO
gno,CO
crj,CO
cog,CO
htt,CO
ykp,CO
iga,CO
bor,CO
emc,CO
tnb,CO
bti,CO
des,CO
skn,CO
cui,CO
wau,CO
bno,CO
cac,CO
crp,CO
dam,CO
cof,CO
ghb,CO
msc,CO
gmb,CO
kje,CO
tuy,CO
kun,CO
sba,CO
ycn,CO
hpd,CO
acg,CO
cam,CO
mui,CO
adk,CO
sin,CO
emb,CO
hmi,CO
tuc,CO
hum,CO
wrk,CO
goa,CO
res,CO
cub,CO
pae,CO
ret,CO
ika,CO
brs,CO
epe,CO
awp,CO
crh,VN
hre,VN
lha,VN
muo,VN
bpb,VN
ksi,VN
lch,VN
mge,VN
rad,VN
rng,VN
rgn,VN
hln,VN
cua,VN
hmd,VN
ktu,VN
cme,VN
gla,VN
jeh,VN
pac,VN
sti,VN
yay,VN
bra,VN
sre,VN
chr,VN
nun,VN
sed,VN
vie,VN
ish,AF
rsh,AF
ktz,AF
wgl,AF
dri,AF
blc,AF
pra,AF
sav,AF
wak,AF
mog,AF
uzb,AF
psh,AF
lux,LU
ams,QA
arg,QA
aka,CG
ifm,CG
mbe,CG
tks,CG
bee,CG
bbl,CG
mrq,PF
tua,PF
tah,PF
irs,IE
irm,IE
ird,IE
iri,IE
eng,IE
bjs,MY
bit,MY
kbr,MY
klt,MY
mhm,MY
myk,MY
mmu,MY
mel,MY
nrm,MY
jah,MY
smj,MY
beg,MY
mly,MY
mta,MY
mlc,MY
tat,MY
fuz,MY
tsg,MY
kdz,MY
tim,MY
tmr,MY
iba,MY
sml,MY
pap,AN
cze,CZ
rbu,RS
rka,RS
scr,RS
alb,RS
sry,TW
taq,TW
thw,TW
tzi,TW
ymi,TW
ami,TW
see,TW
tso,TW
ruk,TW
ata,TW
pai,TW
apk,IN
akb,IN
akc,IN
akk,IN
bdg,IN
bgi,IN
dgi,IN
kbi,IN
nic,IN
pte,IN
tsp,IN
tod,IN
ipi,IN
jun,IN
mij,IN
npn,IN
oko,IN
pen,IN
shd,IN
tda,IN
goj,IN
kda,IN
zha,IN
awd,IN
bhi,IN
hlb,IN
kkz,IN
mwc,IN
vas,IN
boq,IN
gdb,IN
mil,IN
prd,IN
slg,IN
jrw,IN
thd,IN
jad,IN
mgh,IN
mrc,IN
chd,IN
ghr,IN
bhu,IN
boj,IN
joh,IN
bgn,IN
jug,IN
kui,IN
mto,IN
spi,IN
deu,IN
kod,IN
skw,IN
tni,IN
bkt,IN
idu,IN
lun,IN
nyk,IN
nah,IN
kac,IN
kot,IN
dms,IN
gal,IN
kkn,IN
kum,IN
kur,IN
nze,IN
tao,IN
ong,IN
sdh,IN
drm,IN
oya,IN
stl,IN
tgl,IN
blt,IN
ho,IN
khr,IN
knn,IN
noc,IN
hma,IN
lot,IN
ptt,IN
prk,IN
sor,IN
ass,IN
gon,IN
nma,IN
apt,IN
chg,IN
cmr,IN
gan,IN
skk,IN
bho,IN
kok,IN
kuv,IN
msg,IN
agm,IN
khg,IN
mik,IN
lmn,IN
ngt,IN
nnc,IN
dig,IN
guj,IN
tul,IN
sem,IN
kku,IN
nis,IN
bya,IN
kol,IN
bod,IN
koy,IN
rem,IN
mai,IN
miz,IN
ben,IN
ao,IN
nca,IN
lim,IN
mym,IN
tel,IN
mhi,IN
pan,IN
kas,IN
tml,IN
lad,IN
lep,IN
baw,IN
gar,IN
mun,IN
khs,IN
mei,IN
hin,IN
knd,IN
gdk,IN
nte,NO
sno,NO
nor,NO
bsi,EG
nob,EG
nku,EG
ams,EG
cop,EG
aeg,EG
anu,TG
kkb,TG
kpo,TG
mmp,TG
tem,TG
kby,TG
ewe,TG
bmn,CM
ban,CM
gdr,CM
giz,CM
kou,CM
lns,CM
mbz,CM
nge,CM
oku,CM
ygd,CM
yba,CM
yem,CM
buj,CM
kyg,CM
bkn,CM
buw,CM
dab,CM
gdf,CM
gun,CM
tpr,CM
hdi,CM
klk,CM
mkz,CM
tki,CM
mud,CM
mda,CM
bnk,CM
bfi,CM
baf,CM
lam,CM
mgk,CM
bas,CM
fef,CM
tik,CM
bku,CM
agh,CM
ldo,CM
mof,CM
sle,CM
dua,CM
eja,CM
pod,CM
gbk,CM
mbi,CM
lag,CM
mla,CM
mas,CM
uld,CM
bak,CM
tnn,CM
fua,CM
mgu,CM
mbm,CM
ngm,CM
bud,CM
gud,CM
non,CM
ewo,CM
bab,CM
doy,CM
slo,SI
alb,AL
atu,TN
ams,TN
bse,MA
ams,MA
brf,MA
bfg,MA
tas,MA
amr,MA
bma,MA
bgl,PA
wau,PA
kun,PA
emb,PA
nbr,PA
trb,PA
ssl,KR
kor,KR
lcr,DM
rlo,HU
hun,HU
ael,LY
tgh,LY
ams,LY
tug,LY
nro,NA
sub,NA
xun,NA
her,NA
mhu,NA
yey,NA
kxo,NA
kwn,NA
ndo,NA
juh,NA
kho,NA
bjs,PH
bat,PH
biq,PH
ibn,PH
isn,PH
iva,PH
kao,PH
mgn,PH
tgb,PH
wwy,PH
dca,PH
itw,PH
kky,PH
bkd,PH
kuz,PH
sbg,PH
akl,PH
blg,PH
ykn,PH
cvc,PH
hnn,PH
mrn,PH
ivs,PH
tsg,PH
try,PH
hil,PH
ilo,PH
bkl,PH
mmn,PH
mwb,PH
pnn,PH
btk,PH
ifu,PH
agc,PH
kpm,PH
tbo,PH
ceb,PH
tag,PH
gsl,GR
rav,GR
grk,GR
alt,FR
pro,FR
lsf,FR
bso,FR
occ,FR
bre,FR
bsq,FR
fre,FR
alx,ID
ard,ID
bit,ID
els,ID
eml,ID
grt,ID
iir,ID
inj,ID
kag,ID
keo,ID
ktp,ID
kua,ID
kuy,ID
lud,ID
mnr,ID
smd,ID
sik,ID
ina,ID
kkl,ID
keu,ID
kln,ID
atb,ID
bim,ID
daa,ID
eip,ID
isi,ID
kli,ID
kkr,ID
lje,ID
mms,ID
meb,ID
mgd,ID
pag,ID
plp,ID
rej,ID
sgr,ID
skl,ID
tld,ID
tht,ID
tse,ID
tnt,ID
trd,ID
blk,ID
bbm,ID
bnt,ID
dou,ID
gay,ID
kaj,ID
kmt,ID
ktn,ID
mem,ID
npu,ID
obk,ID
olm,ID
ria,ID
sru,ID
sly,ID
skr,ID
tbr,ID
tgw,ID
trt,ID
wrp,ID
wet,ID
dob,ID
knp,ID
ksr,ID
koo,ID
kiu,ID
pad,ID
swi,ID
tgp,ID
yli,ID
ymd,ID
bgg,ID
bik,ID
iha,ID
awy,ID
frd,ID
sko,ID
tmg,ID
brk,ID
kei,ID
mks,ID
mnt,ID
pna,ID
rti,ID
ahu,ID
knb,ID
kti,ID
mdr,ID
mom,ID
mni,ID
tor,ID
yei,ID
ylm,ID
mrs,ID
mkl,ID
yqy,ID
bui,ID
kjo,ID
kwb,ID
mri,ID
pis,ID
gll,ID
kmr,ID
lrk,ID
ory,ID
sab,ID
ked,ID
mya,ID
sim,ID
uma,ID
bal,ID
bug,ID
wrs,ID
sob,ID
mds,ID
tsg,ID
tbt,ID
tgn,ID
myn,ID
mpu,ID
sgb,ID
wrm,ID
bzi,ID
iau,ID
lmh,ID
nim,ID
yal,ID
yaw,ID
mea,ID
saw,ID
tbl,ID
buu,ID
kim,ID
tlo,ID
let,ID
der,ID
amq,ID
eno,ID
ngd,ID
krw,ID
aln,ID
mor,ID
woi,ID
wlo,ID
jav,ID
mng,ID
plh,ID
baj,ID
tno,ID
lmp,ID
wbn,ID
min,ID
nua,ID
irr,ID
nia,ID
kam,ID
kmb,ID
sah,ID
bto,ID
sun,ID
wma,ID
abu,ID
tid,ID
mna,ID
hat,ID
eka,ID
mrd,ID
ace,ID
una,ID
snt,ID
bkr,ID
dni,ID
tab,ID
asm,ID
may,ID
tuk,ID
ind,ID
brl,NP
dhm,NP
msy,NP
klg,NP
awd,NP
kus,NP
lho,NP
dar,NP
mag,NP
thn,NP
cml,NP
thu,NP
she,NP
thk,NP
nph,NP
nwd,NP
chn,NP
cpn,NP
gur,NP
khg,NP
ath,NP
dmi,NP
hay,NP
bel,NP
kmh,NP
mai,NP
new,NP
tam,NP
lim,NP
nep,NP
lep,NP
dbr,BE
dli,BE
duz,BE
grp,BE
vla,BE
com,KM
ams,KM
klz,BW
nro,BW
her,BW
tsw,BW
det,BW
yey,BW
xoo,BW
ani,BW
juh,BW
bos,BA
scr,BA
ams,JO
dom,JO
mmw,ZM
nyh,ZM
loz,ZM
lmb,ZM
nse,ZM
toz,ZM
tbw,ZM
ila,ZM
cic,ZM
kor,KP
ved,LK
snh,LK
tml,LK
krb,KI
cha,GU
krz,AZ
taz,AZ
tmu,AZ
bdk,AZ
khi,AZ
tsa,AZ
udi,AZ
rut,AZ
aze,AZ
ava,AZ
lez,AZ
hsl,CA
mcf,CA
sch,CA
sst,CA
sgs,CA
soo,CA
abw,CA
alg,CA
asl,CA
ati,CA
beo,CA
inr,CA
kgt,CA
kth,CA
lsq,CA
nsk,CA
nit,CA
slv,CA
tut,CA
crq,CA
hno,CA
iql,CA
ins,CA
sto,CA
oka,CA
ojs,CA
mic,CA
mtg,CA
wya,CA
tho,CA
kyq,CA
hei,CA
cmx,CA
git,CA
cea,CA
lil,CA
src,CA
hlu,CA
nsg,CA
chp,CA
moh,CA
bla,CA
bco,CA
kwk,CA
nuu,CA
oji,CA
shu,CA
tsi,CA
psm,CA
hai,CA
squ,CA
cre,CA
kut,CA
sla,CA
lgh,LB
anl,LB
abe,LB
arl,LB
ams,LB
atm,CL
yah,CL
qaw,CL
aym,CL
rap,CL
map,CL
hrr,ET
kjr,ET
muh,ET
moc,ET
yms,ET
bys,ET
sao,ET
brj,ET
dug,ET
orb,ET
ssh,ET
owc,ET
abo,ET
sod,ET
kef,ET
shb,ET
kul,ET
trm,ET
mle,ET
mur,ET
tig,ET
dha,ET
dim,ET
gam,ET
awn,ET
aar,ET
cai,ET
koe,ET
zay,ET
kem,ET
maj,ET
mee,ET
hmr,ET
qaf,ET
wly,ET
chh,ET
gmz,ET
nue,ET
gim,ET
any,ET
kom,ET
diz,ET
ber,ET
amh,ET
knm,ET
orh,ET
ugs,UG
nub,UG
tal,UG
rru,UG
nyg,UG
pkt,UG
rny,UG
seb,UG
tes,UG
acl,UG
kmj,UG
lda,UG
mad,UG
so,UG
ik,UG
tna,UG
lug,UG
nko,UG
lan,UG
fiw,FJ
rot,FJ
fij,FJ
ksu,PL
ydl,PL
ydd,PL
svc,PL
pol,PL
brc,CR
cab,CR
trb,CR
bri,CR
cpw,US
cwe,US
hav,US
lum,US
mll,US
nnt,US
psl,US
sst,US
swr,US
twa,US
abw,US
asl,US
cco,US
cmk,US
dgx,US
ill,US
jem,US
kto,US
kth,US
mhc,US
mtl,US
mkb,US
mwl,US
mwp,US
onn,US
pot,US
pow,US
tnj,US
tnl,US
trg,US
tsj,US
tws,US
apj,US
aho,US
inu,US
oto,US
sss,US
sps,US
shw,US
tew,US
yki,US
apc,US
akr,US
cla,US
cup,US
ess,US
klp,US
kit,US
ojm,US
til,US
unm,US
ych,US
yun,US
ysl,US
cyg,US
hwc,US
oka,US
srr,US
uku,US
atq,US
dak,US
fox,US
ksh,US
que,US
spo,US
cyn,US
crk,US
kic,US
mcs,US
mwn,US
pmc,US
tbb,US
wnb,US
ats,US
cos,US
mse,US
pmn,US
yav,US
als,US
kkw,US
moj,US
ctw,US
cin,US
put,US
smt,US
coe,US
kyn,US
ptw,US
cad,US
aea,US
omh,US
aht,US
eya,US
knw,US
lus,US
mtt,US
mki,US
cck,US
nat,US
smn,US
ksa,US
tmc,US
cro,US
nsn,US
osa,US
tte,US
yan,US
apw,US
cku,US
hid,US
pwn,US
shp,US
sho,US
tnc,US
chl,US
yok,US
mno,US
hlp,US
shs,US
kls,US
abm,US
ale,US
ckl,US
mut,US
atk,US
chi,US
mdn,US
tus,US
ywl,US
pme,US
blx,US
cba,US
twn,US
wik,US
ctm,US
moh,US
ute,US
acm,US
men,US
bla,US
ccp,US
kws,US
pno,US
sal,US
cmh,US
was,US
cct,US
tja,US
snc,US
tkl,US
che,US
hup,US
lui,US
siu,US
hop,US
wiy,US
klm,US
qui,US
wap,US
win,US
tsh,US
ton,US
die,US
mne,US
haw,US
ood,US
yuc,US
pso,US
zun,US
ypk,US
tli,US
mak,US
tsi,US
tun,US
psm,US
hai,US
mss,US
yur,US
nez,US
cah,US
nav,US
cmn,US
coo,US
krk,US
aco,US
ond,US
kio,US
wic,US
koa,US
mar,US
kut,US
lkt,US
arz,IR
lur,IR
mma,IR
tex,IR
twx,IR
mzn,IR
gil,IR
blc,IR
kbt,IR
klr,IR
tls,IR
tts,IR
nap,IR
vaf,IR
azi,IR
dom,IR
khl,IR
aze,IR
krd,IR
arg,IR
prs,IR
mal,MG
lcr,LC
ash,RU
anx,RU
cly,RU
dol,RU
hnk,RU
izh,RU
khv,RU
ntu,RU
nok,RU
ttb,RU
tmi,RU
tlb,RU
tnd,RU
ulc,RU
vep,RU
yug,RU
yta,RU
adt,RU
axv,RU
neg,RU
rsl,RU
tbs,RU
tof,RU
aso,RU
alu,RU
chm,RU
ktt,RU
rnr,RU
rcp,RU
shr,RU
yna,RU
ysi,RU
krt,RU
ski,RU
yzv,RU
bez,RU
krq,RU
orc,RU
agl,RU
krl,RU
kuq,RU
mmo,RU
nvs,RU
abz,RU
mah,RU
tsz,RU
tsa,RU
bgv,RU
khk,RU
ady,RU
nog,RU
vot,RU
ene,RU
kop,RU
ork,RU
kms,RU
drg,RU
nai,RU
god,RU
uby,RU
moe,RU
rut,RU
yus,RU
kmk,RU
krc,RU
nga,RU
udm,RU
ytu,RU
kry,RU
kzy,RU
but,RU
chc,RU
mme,RU
skp,RU
tvo,RU
udh,RU
oss,RU
evn,RU
ite,RU
kab,RU
bsk,RU
mns,RU
arc,RU
ava,RU
kty,RU
ykt,RU
tuv,RU
lak,RU
chv,RU
nen,RU
ket,RU
hzb,RU
ing,RU
niv,RU
yko,RU
chk,RU
eve,RU
lez,RU
rus,RU
scr,HR
urm,GE
mgl,GE
sva,GE
laz,GE
ttu,GE
oss,GE
geo,GE
abk,GE
itb,IT
ifi,IT
itg,IT
itn,IT
itu,IT
ldn,IT
lii,IT
srd,IT
ita,IT
nzs,NZ
niu,NZ
mao,NZ
dbw,CI
gue,CI
gro,CI
vat,CI
bnq,CI
dyu,CI
lob,CI
abd,CI
dym,CI
naf,CI
wob,CI
ayi,CI
gdi,CI
aiz,CI
ald,CI
ega,CI
jel,CI
snd,CI
snn,CI
ble,CI
bet,CI
adi,CI
mka,CI
dan,CI
ish,TJ
rsh,TJ
ygn,TJ
yaz,TJ
wak,TJ
taj,TJ
rnd,BI
tbe,ER
sao,ER
tig,ER
ams,ER
qaf,ER
bln,ER
nar,ER
tgr,ER
bej,ER
knm,ER
xas,SN
fus,SN
plr,SN
bsr,SN
mdk,SN
blz,SN
snn,SN
ndt,SN
noo,SN
wlf,SN
dio,SN
qaf,DJ
dat,TZ
tsl,TZ
gor,TZ
kmi,TZ
mbg,TZ
nbo,TZ
rim,TZ
skm,TZ
mmw,TZ
nyh,TZ
pog,TZ
agw,TZ
cga,TZ
png,TZ
mkd,TZ
hol,TZ
heh,TZ
lgi,TZ
had,TZ
kga,TZ
shm,TZ
kgr,TZ
mtb,TZ
pre,TZ
hya,TZ
mwe,TZ
ngo,TZ
nym,TZ
sdw,TZ
brn,TZ
luo,TZ
maa,TZ
irq,TZ
swa,TZ
ahs,MR
fma,MR
zen,MR
mnk,SL
lok,SL
kko,SL
gol,SL
vai,SL
mde,SL
tne,SL
kis,SL
nif,TO
tng,TO
kiq,KG
kgz,KG
son,PW
pal,PW
rse,TR
tui,TR
lno,TR
kji,TR
laz,TR
zaz,TR
uby,TR
arw,TR
tur,TR
mol,MD
ydb,MD
gag,MD
auy,PG
kgl,PG
mli,PG
mbu,PG
mtk,PG
tll,PG
bau,PG
beb,PG
kai,PG
krf,PG
mkr,PG
muy,PG
orl,PG
uri,PG
boi,PG
grs,PG
har,PG
kap,PG
knu,PG
mhk,PG
mug,PG
mrk,PG
suk,PG
yil,PG
ape,PG
awi,PG
bhn,PG
bnm,PG
bmr,PG
ena,PG
iat,PG
kak,PG
kra,PG
mem,PG
mav,PG
mey,PG
nin,PG
nmd,PG
ptp,PG
pdp,PG
tif,PG
wer,PG
wog,PG
zim,PG
dun,PG
gog,PG
sur,PG
ari,PG
mbo,PG
tga,PG
tba,PG
tum,PG
aba,PG
bun,PG
chb,PG
wtm,PG
kbo,PG
yei,PG
edo,PG
foe,PG
kll,PG
kie,PG
mgi,PG
oks,PG
ono,PG
ama,PG
aab,PG
boa,PG
cve,PG
mnv,PG
nnd,PG
one,PG
rao,PG
guh,PG
mke,PG
tap,PG
wom,PG
dad,PG
kyr,PG
nal,PG
rwa,PG
rtk,PG
wnt,PG
amx,PG
bon,PG
hhu,PG
mus,PG
wrs,PG
bry,PG
iwm,PG
kae,PG
msm,PG
toa,PG
wed,PG
isa,PG
nnk,PG
ror,PG
taf,PG
tpi,PG
tnk,PG
all,PG
ant,PG
