ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family,Subfamily,Genus,ISO_codes
apk,A-Pucikwar,,12.166666666666666,92.83333333333333,apuc1241,apq,Great Andamanese,,Great Andamanese,apq
aci,Achí,,15.166666666666666,-90.5,,,Mayan,,Mayan,acc acr
ash,Adyghe (Shapsugh),,45,38.75,adyg1241,ady,Northwest Caucasian,,Northwest Caucasian,ady
aka,Aka,,2.6666666666666665,16.25,yaka1272,axk,Niger-Congo,Benue-Congo,Bantoid,axk
akb,Aka-Biada,,11.666666666666666,92.5,akab1249,abj,Great Andamanese,,Great Andamanese,abj
akc,Aka-Cari,,13.5,93,akac1240,aci,Great Andamanese,,Great Andamanese,aci
akk,Aka-Kede,,12.75,92.75,akak1252,akx,Great Andamanese,,Great Andamanese,akx
awk,Akwa,,10.083333333333334,6.333333333333333,pong1250,png,Niger-Congo,Benue-Congo,Bantoid,png
alx,Alas,,3.6666666666666665,97.83333333333333,bata1292,btz,Austronesian,Western Malayo-Polynesian,Sundic,btz
alt,Alsatian,,48.5,7.5,swis1247,gsw,Indo-European,,Germanic,gsw
anx,Andi,,42.75,46.25,andi1255,ani,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,ani
abh,Arabic (Bahrain),,26,50.5,baha1259,abv,Afro-Asiatic,,Semitic,abv
arn,Arabic (Borno Nigerian),,8.583333333333334,12.416666666666666,chad1249,shu,Afro-Asiatic,,Semitic,shu
akm,Arakanese (Marma),,21.5,92.5,arak1256,mhv,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,mhv
ard,Arandai,,-2.0833333333333335,133,aran1237,jbj,Marind,,South Bird's Head,jbj
arz,Armenian (Iranian),,32.66666666666667,51.66666666666667,nucl1235,hye,Indo-European,,Armenian,hye
arr,Arrernte,,-24,134,,,Australian,,Pama-Nyungan,aer are
ast,Asturian,,43.25,-6,astu1245,ast,Indo-European,,Romance,ast
aul,Aulua,,-16.333333333333332,167.66666666666666,aulu1238,aul,Austronesian,Eastern Malayo-Polynesian,Oceanic,aul
auy,Auyana,,-6.5,145.75,awiy1238,auy,Trans-New Guinea,,Eastern Highlands,auy
avt,Avatime,,6.833333333333333,0.41666666666666663,avat1244,avn,Niger-Congo,,Kwa,avn
ayn,Aynu,,39.5,76,ainu1251,aib,Altaic,,Turkic,aib
bdg,Badaga,,11.666666666666666,76.75,bada1257,bfq,Dravidian,,Southern Dravidian,bfq
bgi,Bagri,,29.583333333333332,74.33333333333333,bagr1243,bgq,Indo-European,,Indic,bgq
bah,Bahuana,,-0.5,-62.5,,,Arawakan,,Arawakan,
bjs,Bajau (Semporna),,4.5,118.5,sout2918,ssb,Austronesian,Western Malayo-Polynesian,Sama-Bajaw,ssb
bmn,Bamun,,5.5,10.916666666666666,bamu1253,bax,Niger-Congo,Benue-Congo,Bantoid,bax
ban,Bana,,10.416666666666666,13.583333333333334,bana1305,bcw,Afro-Asiatic,Chadic,Biu-Mandara,bcw
bnd,Bandi,,8.083333333333334,-10.25,band1352,bza,Niger-Congo,Mande,Western Mande,bza
brl,Baragaunle,,28.833333333333332,83.83333333333333,lowa1242,loy,Sino-Tibetan,Tibeto-Burman,Bodic,loy
bat,Batak,,10.25,119.08333333333333,bata1301,bya,Austronesian,Western Malayo-Polynesian,Meso-Philippine,bya
bth,Bathari,,18,56,bath1244,bhm,Afro-Asiatic,,Semitic,bhm
bou,Berber (Wargla),,31.916666666666668,5.333333333333333,taga1278,oua,Afro-Asiatic,,Berber,oua
bfd,Biafada,,11.416666666666666,-15.166666666666666,biaf1240,bif,Niger-Congo,Atlantic,Northern Atlantic,bif
bit,Biatah,,1.25,110,biat1246,bth,Austronesian,Western Malayo-Polynesian,Borneo,bth
biq,Bilaan,,6,125.33333333333333,,,Austronesian,Western Malayo-Polynesian,South Mindanao,bps smk
bos,Bosnian,,43,18,bosn1245,bos,Indo-European,,Slavic,bos
bru,Bru (Eastern),,17.333333333333332,106,east2332,bru,Austro-Asiatic,Mon-Khmer,Katuic,bru
buy,Buli (in Ghana),,10.5,-1.25,buli1254,bwu,Niger-Congo,,Gur,bwu
bpa,Bura-Pabir,,10.5,12.25,bura1292,bwr,Afro-Asiatic,Chadic,Biu-Mandara,bwr
chz,Chaozhou,,23.666666666666668,116.66666666666667,minn1241,nan,Sino-Tibetan,,Chinese,nan
cht,Chatino (Nopala),,16.083333333333332,-97.16666666666667,nopa1235,cya,Oto-Manguean,,Zapotecan,cya
ckh,Cheke Holo,,-8.333333333333334,159.66666666666666,chek1238,mrn,Austronesian,Eastern Malayo-Polynesian,Oceanic,mrn
csc,Chinantec (Sochiapan),,17.75,-96.66666666666667,soch1239,cso,Oto-Manguean,,Chinantecan,cso
cpw,Chippewa (Red Lake and Pillager),,48,-95,chip1241,ciw,Algic,,Algonquian,ciw
crh,Chru,,11.5,108.5,chru1239,cje,Austronesian,Western Malayo-Polynesian,Sundic,cje
cly,Chulym,,54.33333333333333,89.66666666666667,chul1246,clw,Altaic,,Turkic,clw
cwe,Columbia-Wenatchi,,47.5,-120,colu1241,col,Salishan,,Interior Salish,col
dbw,Dan (Blowo),,7.333333333333333,-8.166666666666666,dann1241,daf,Niger-Congo,Mande,Eastern Mande,daf
dhm,Dhimal,,26.666666666666668,87.75,dhim1246,dhi,Sino-Tibetan,Tibeto-Burman,Bodic,dhi
dda,Dhuwal (Dätiwuy),,-12.166666666666666,136.25,dhuw1249,duj,Australian,,Pama-Nyungan,duj
dgi,Dogri,,33,75,,,Indo-European,,Indic,dgo xnr
dol,Dolgan,,71.25,98,dolg1241,dlg,Altaic,,Turkic,dlg
dbr,Dutch (Brabantic),,50.75,4.5,dutc1256,nld,Indo-European,,Germanic,nld
dli,Dutch (Limburg),,51,5.5,dutc1256,nld,Indo-European,,Germanic,nld
duz,Dutch (Zeeuws),,51.5,3.75,zeeu1238,zea,Indo-European,,Germanic,zea
els,Elseng,,-3,140.5,else1239,mrf,Morwap,,Morwap,mrf
eml,Embaloh,,1.1666666666666665,112.33333333333333,emba1238,emb,Austronesian,Western Malayo-Polynesian,Sundic,emb
ets,Etsako,,7.25,6.5,yekh1238,ets,Niger-Congo,Benue-Congo,Edoid,ets
fiw,Fijian (Wayan),,-17,177.3,west2519,wyy,Austronesian,Eastern Malayo-Polynesian,Oceanic,wyy
fea,Frisian (Eastern),,53.58333333333333,7.5,nort2628,frs,Indo-European,,Germanic,frs
fno,Frisian (North),,54.5,9,nort2626,frr,Indo-European,,Germanic,frr
fli,Ful (Liptako),,13.5,0.5,west2454,fuh,Niger-Congo,Atlantic,Northern Atlantic,fuh
fbf,Fula (Burkina Faso),,14,0,west2454,fuh,Niger-Congo,Atlantic,Northern Atlantic,fuh
fgo,Fulani (Gombe),,10.25,11.25,adam1253,fub,Niger-Congo,Atlantic,Northern Atlantic,fub
fum,Fulfulde (Maasina),,15,-5,maas1239,ffm,Niger-Congo,Atlantic,Northern Atlantic,ffm
gml,Gamilaraay,,-29.833333333333332,149.5,gami1243,kld,Australian,,Pama-Nyungan,kld
gpz,German (Appenzell),,47.33333333333333,9.333333333333334,swis1247,gsw,Indo-European,,Germanic,gsw
gba,German (Bavarian),,49,11.5,bava1246,bar,Indo-European,,Germanic,bar
gbl,German (Berlin),,52.5,13.333333333333334,stan1295,deu,Indo-European,,Germanic,deu
gbe,German (Bern),,47,7.416666666666667,swis1247,gsw,Indo-European,,Germanic,gsw
gha,German (Hannover),,52.41666666666667,9.666666666666666,stan1295,deu,Indo-European,,Germanic,deu
gma,German (Mansfeldisch),,51.58333333333333,11.5,stan1295,deu,Indo-European,,Germanic,deu
gos,German (Ostschweiz),,47.41666666666667,9.25,swis1247,gsw,Indo-European,,Germanic,gsw
grp,German (Ripuarian),,51,7,kols1241,ksh,Indo-European,,Germanic,ksh
gtg,German (Thurgau),,47.58333333333333,9.166666666666666,swis1247,gsw,Indo-European,,Germanic,gsw
gth,German (Thuringian),,51,11,stan1295,deu,Indo-European,,Germanic,deu
gti,German (Timisoara),,45.75,21.25,stan1295,deu,Indo-European,,Germanic,deu
gau,German (Upper Austrian),,47,14,bava1246,bar,Indo-European,,Germanic,bar
gvi,German (Viennese),,48.16666666666667,16.333333333333332,bava1246,bar,Indo-European,,Germanic,bar
gwe,German (Westphalian),,52,7.5,west2356,wep,Indo-European,,Germanic,wep
gzu,German (Zurich),,47.41666666666667,8.5,swis1247,gsw,Indo-European,,Germanic,gsw
gho,Ghotuo,,7.083333333333333,5.75,ghot1243,aaa,Niger-Congo,Benue-Congo,Edoid,aaa
gdr,Gidar,,10,14,gida1247,gid,Afro-Asiatic,Chadic,Biu-Mandara,gid
giz,Giziga,,10.333333333333334,14.166666666666666,,,Afro-Asiatic,Chadic,Biu-Mandara,gis giz
grt,Gorontalo,,0.5,122,goro1259,gor,Austronesian,Western Malayo-Polynesian,Sulawesi,gor
gcy,Greek (Cypriot),,34.75,33,mode1248,ell,Indo-European,,Greek,ell
gdl,Guadeloupe Creole,,16.25,-61.5,guad1242,gcf,other,,Creoles and Pidgins,gcf
guq,Guaque,,1,-72.08333333333333,,,Cariban,,Cariban,
gue,Guere,,6.666666666666667,-7.75,,,Niger-Congo,,Kru,gxx wec
gfr,Guianese French Creole,,5,-53,guia1246,gcr,other,,Creoles and Pidgins,gcr
gbc,Guinea Bissau Crioulo,,12,-15,uppe1455,pov,other,,Creoles and Pidgins,pov
gmt,Gumatj,,-12.5,135.5,guma1253,gnn,Australian,,Pama-Nyungan,gnn
gut,Gurma (Togo),,10.75,0.6666666666666667,gour1243,gux,Niger-Congo,,Gur,gux
gro,Guro,,7,-6,guro1248,goa,Niger-Congo,Mande,Eastern Mande,goa
gus,Gusii,,-0.75,34.83333333333333,gusi1247,guz,Niger-Congo,Benue-Congo,Bantoid,guz
hsl,Haisla,,54,-128.75,hais1244,has,Wakashan,,Northern Wakashan,has
hrr,Harari,,9.25,42.16666666666667,hara1271,har,Afro-Asiatic,,Semitic,har
hav,Havasupai,,35.75,-112.5,hava1248,yuf,Hokan,,Yuman,yuf
hia,Hianacoto,,0.8333333333333333,-71,cari1279,cbd,Cariban,,Cariban,cbd
hnk,Hinukh,,42.16666666666667,46,hinu1240,gin,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,gin
hre,Hre,,14.666666666666666,108.66666666666667,hree1244,hre,Austro-Asiatic,Mon-Khmer,Bahnaric,hre
hyo,Hyow,,22.083333333333332,92.41666666666667,asho1236,csh,Sino-Tibetan,Tibeto-Burman,Kuki-Chin-Naga,csh
ibn,Ibanag,,17.5,121.66666666666667,iban1267,ibg,Austronesian,Western Malayo-Polynesian,Northern Philippines,ibg
ibi,Ibibio,,5.25,7.833333333333333,ibib1240,ibb,Niger-Congo,Benue-Congo,Cross River,ibb
ipk,Indo-Pakistani Sign Language (Karachi dialect),,28,68,paki1242,pks,other,,Sign Languages,pks
iir,Indonesian (Irianese),,-2.5,140.66666666666666,indo1316,ind,Austronesian,Western Malayo-Polynesian,Sundic,ind
inj,Indonesian (Jakarta),,-6.166666666666667,106.75,indo1316,ind,Austronesian,Western Malayo-Polynesian,Sundic,ind
isl,International Sign,,40,-170,,,other,,Sign Languages,
ish,Ishkashmi,,37,72,sang1343,sgl,Indo-European,,Iranian,sgl
isn,Isnag,,18.25,121,isna1241,isd,Austronesian,Western Malayo-Polynesian,Northern Philippines,isd
itb,Italian (Bologna),,44.5,11.333333333333334,emil1243,eml,Indo-European,,Romance,eml
ifi,Italian (Fiorentino),,43.75,11.25,ital1282,ita,Indo-European,,Romance,ita
itg,Italian (Genoa),,44.41666666666667,8.95,ligu1248,lij,Indo-European,,Romance,lij
itn,Italian (Napolitanian),,40.91666666666667,14.25,neap1235,nap,Indo-European,,Romance,nap
itu,Italian (Turinese),,45,7.666666666666667,piem1238,pms,Indo-European,,Romance,pms
iva,Ivatan,,20.5,122,ivat1242,ivv,Austronesian,Western Malayo-Polynesian,Northern Philippines,ivv
izh,Izhor,,59,29,ingr1248,izh,Uralic,Finno-Ugric,Finnic,izh
jcr,Jamaican Creole,,18.166666666666668,-77.25,jama1262,jam,other,,Creoles and Pidgins,jam
jib,Jibbali,,17.5,55,sheh1240,shv,Afro-Asiatic,,Semitic,shv
jrn,Juruna,,-5,-54.5,juru1256,jur,Tupian,,Tupi-Guaraní,jur
kbi,Kabui,,24.833333333333332,94,inpu1234,nkf,Sino-Tibetan,Tibeto-Burman,Kuki-Chin-Naga,nkf
kgm,Kagoma,,9.25,8.166666666666666,kago1247,kdm,Niger-Congo,Benue-Congo,Platoid,kdm
kiq,Kalmyk (Issyk-Kul),,42.41666666666667,78.33333333333333,kalm1243,xal,Altaic,,Mongolic,xal
kao,Karao,,16.5,120.83333333333333,kara1487,kyj,Austronesian,Western Malayo-Polynesian,Northern Philippines,kyj
ksu,Kashubian,,54,18,kash1274,csb,Indo-European,,Slavic,csb
kgl,Kaugel,,-6,144,umbu1258,ubu,Trans-New Guinea,,Chimbu,ubu
kbr,Kayan (Baram),,3.5,114.5,bara1370,kys,Austronesian,Western Malayo-Polynesian,Borneo,kys
kag,Kayu Agung,,-3.1666666666666665,104.91666666666667,kayu1244,vky,Austronesian,Western Malayo-Polynesian,Sundic,vky
keo,Ke'o,,-8.833333333333334,121.25,keoo1238,xxk,Austronesian,,Central Malayo-Polynesian,xxk
klt,Kelabit,,3.6666666666666665,115.41666666666667,kela1258,kzi,Austronesian,Western Malayo-Polynesian,Borneo,kzi
ksl,Kenyan Sign Language,,0,38,keny1241,xki,other,,Sign Languages,xki
ktp,Ketapang,,-1.8666666666666667,110,mala1546,mly,Austronesian,Western Malayo-Polynesian,Sundic,mly
khv,Khvarshi,,42.25,46.16666666666667,khva1239,khv,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,khv
kfy,Kirghiz (Fu-Yu),,47.75,124.41666666666667,kirg1245,kir,Altaic,,Turkic,kir
kij,Kitja,,-17.5,127.75,kitj1240,gia,Australian,,Djeragan,gia
kou,Kom,,6.25,10.333333333333334,komc1235,bkm,Niger-Congo,Benue-Congo,Bantoid,bkm
ksp,Kosop,,9.916666666666666,15.916666666666666,kimm1246,kia,Niger-Congo,Adamawa-Ubangi,Adamawa,kia
kjr,Koyra,,5.833333333333333,37.83333333333333,koor1239,kqy,Afro-Asiatic,Omotic,North Omotic,kqy
kym,Krymchak,,45,34.25,nort2690,uzn,Altaic,,Turkic,uzn
krz,Kryz,,41.08333333333333,48,kryt1240,kry,Nakh-Daghestanian,Daghestanian,Lezgic,kry
kua,Kualan,,-0.41666666666666663,110.41666666666667,,,Austronesian,Western Malayo-Polynesian,Sundic,
kuy,Kutai,,-0.33333333333333337,116.66666666666667,teng1267,vkt,Austronesian,Western Malayo-Polynesian,Sundic,vkt
lha,Laha,,21.583333333333332,103.91666666666667,laha1250,lha,Tai-Kadai,,Kadai,lha
lns,Lamnso',,6.166666666666667,10.75,lamn1239,lns,Niger-Congo,Benue-Congo,Bantoid,lns
lgp,Língua Gestual Portuguesa,,40,-8,port1277,psr,other,,Sign Languages,psr
lma,Loma,,8,-9.5,loma1260,lom,Niger-Congo,Mande,Western Mande,lom
lge,Low German,,53,10,nort2627,nds,Indo-European,,Germanic,nds
lga,Luangiua,,-5.333333333333333,159.41666666666666,onto1237,ojv,Austronesian,Eastern Malayo-Polynesian,Oceanic,ojv
lum,Lummi,,48.7,-122.66666666666667,stra1244,str,Salishan,,Central Salish,str
lud,Lun Dayeh,,4,115.91666666666667,lund1271,lnd,Austronesian,Western Malayo-Polynesian,Borneo,lnd
lur,Luri,,33.5,48.5,nort2645,lrc,Indo-European,,Iranian,lrc
lux,Luxemburgeois,,49.83333333333333,6.166666666666667,luxe1241,ltz,Indo-European,,Germanic,ltz
mca,Maca,,-25,-57.5,maca1260,mca,Matacoan,,Matacoan,mca
mdz,Mada (in Nigeria),,8.75,8.25,mada1282,mda,Niger-Congo,Benue-Congo,Platoid,mda
msy,Magar (Syangja),,28.083333333333332,83.83333333333333,west2418,mrd,Sino-Tibetan,Tibeto-Burman,Bodic,mrd
mgn,Magindanao,,6.833333333333333,124.5,magu1243,mdh,Austronesian,Western Malayo-Polynesian,Southern Philippines,mdh
mhm,Mah Meri,,2.8333333333333335,101.5,besi1244,mhe,Austro-Asiatic,Mon-Khmer,Aslian,mhe
myk,Malay (Kuala Lumpur),,3.1666666666666665,101.7,mala1546,mly,Austronesian,Western Malayo-Polynesian,Sundic,mly
mmu,Malay (Ulu Muar),,2.6666666666666665,102.5,nege1240,zmi,Austronesian,Western Malayo-Polynesian,Sundic,zmi
mli,Mali,,-4.833333333333333,152.25,mali1284,gcc,Baining-Taulil,,Baining,gcc
mmz,Mam (Southern),,14.833333333333334,-91.66666666666667,mams1234,mms,Mayan,,Mayan,mms
mbu,Manambu,,-4.25,142.83333333333334,mana1298,mle,Sepik,,Middle Sepik,mle
mma,Mandaic (Modern),,31,48.5,nucl1706,mid,Afro-Asiatic,,Semitic,mid
mnr,Mandar,,-3.4166666666666665,119.08333333333333,mand1442,mdr,Austronesian,Western Malayo-Polynesian,Sulawesi,mdr
mnk,Maninka,,10.5,-9.5,east2426,emk,Niger-Congo,Mande,Western Mande,emk
mkn,Mankanya,,12.083333333333334,-15.916666666666666,mank1251,knf,Niger-Congo,Atlantic,Northern Atlantic,knf
mqc,Martinique Creole,,14.666666666666666,-61,guad1242,gcf,other,,Creoles and Pidgins,gcf
mtk,Matukar,,-4.916666666666667,145.75,matu1261,mjk,Austronesian,Eastern Malayo-Polynesian,Oceanic,mjk
mbz,Mbe',,6.283333333333333,11.083333333333334,mbee1250,mtk,Niger-Congo,Benue-Congo,Bantoid,mtk
mel,Melanau,,2.5,111.5,cent2101,mel,Austronesian,Western Malayo-Polynesian,Borneo,mel
mcf,Michif,,52,-100.16666666666667,mich1243,crg,Algic,,Algonquian,crg
mce,Mískito Coast English Creole,,16.25,-88.83333333333333,beli1260,bzj,other,,Creoles and Pidgins,bzj
mxl,Mixtec (Alacatlatzala),,17.25,-98.58333333333333,alac1244,mim,Oto-Manguean,,Mixtecan,mim
mll,Molala,,44.5,-122.5,mola1238,mbe,Penutian,,Molala,mbe
mol,Moldavian,,47,29,roma1327,ron,Indo-European,,Romance,ron
mdb,Mudburra,,-17.333333333333332,132.08333333333334,mudb1240,mwd,Australian,,Pama-Nyungan,mwd
muh,Muher,,8.166666666666666,38.16666666666667,seba1251,sgw,Afro-Asiatic,,Semitic,sgw
mnu,Mun,,19,110,kimm1245,mji,Hmong-Mien,,Hmong-Mien,mji
muo,Muong,,20.5,105.08333333333333,muon1246,mtq,Austro-Asiatic,Mon-Khmer,Viet-Muong,mtq
nhc,Nahuatl (Central),,19,-98.25,cent2132,nhn,Uto-Aztecan,,Aztecan,nhn
nhp,Nahuatl (Pochutla),,15.75,-96.5,,,Uto-Aztecan,,Aztecan,
nnt,Nanticoke,,38,-76.25,nant1249,nnt,Algic,,Algonquian,nnt
nrm,Narom,,4.416666666666667,114,naro1251,nrm,Austronesian,Western Malayo-Polynesian,Borneo,nrm
ntu,Nenets (Tundra),,70,76,nene1249,yrk,Uralic,,Samoyedic,yrk
naa,Neo-Aramaic (Amadiya),,37,43,chal1275,cld,Afro-Asiatic,,Semitic,cld
ngy,Ngarinyman,,-16.5,130.5,ngar1235,nbj,Australian,,Pama-Nyungan,nbj
nge,Ngemba,,6.2,10,ngem1255,nge,Niger-Congo,Benue-Congo,Bantoid,nge
nic,Nicobarese,,7,93.83333333333333,cent1990,ncb,Austro-Asiatic,Mon-Khmer,Nicobarese,ncb
nok,Noghay (Karagash),,47.5,47.25,noga1249,nog,Altaic,,Turkic,nog
nte,Norsk Tegnspråk,,61,9,norw1255,nsl,other,,Sign Languages,nsl
nnn,Nuni (Northern),,12.166666666666666,-3,nort2784,nuv,Niger-Congo,,Gur,nuv
oi,Oi,,14.833333333333334,107.16666666666667,oyyy1238,oyb,Austro-Asiatic,Mon-Khmer,Bahnaric,oyb
oku,Oku,,6.25,10.5,okuu1243,oku,Niger-Congo,Benue-Congo,Bantoid,oku
oma,Omagua,,-4,-73.5,omag1248,omg,Tupian,,Tupi-Guaraní,omg
ora,Ora (in Nigeria),,7.083333333333333,5.916666666666667,emai1241,ema,Niger-Congo,Benue-Congo,Edoid,ema
pte,Paite,,24,93.16666666666667,pait1244,pck,Sino-Tibetan,Tibeto-Burman,Kuki-Chin-Naga,pck
pak,Pakanha,,-14.5,142.41666666666666,paka1251,pkn,Australian,,Pama-Nyungan,pkn
pgl,Pingilapese,,6.216666666666667,160.7,ping1243,pif,Austronesian,Eastern Malayo-Polynesian,Oceanic,pif
psl,Plains-Indians Sign Language,,40,-100,plai1235,psd,other,,Sign Languages,psd
pcm,Pocomam,,14.666666666666666,-90.5,poqo1253,poc,Mayan,,Mayan,poc
pri,Príncipense,,1.6166666666666667,7.366666666666667,prin1242,pre,other,,Creoles and Pidgins,pre
pro,Provençal,,44,6,prov1247,prv,Indo-European,,Romance,prv
qbo,Quechua (Bolivian),,-20,-66,,,Quechuan,,Quechuan,quh qul
rag,Raga,,-15.5,168.16666666666666,hano1246,lml,Austronesian,Eastern Malayo-Polynesian,Oceanic,lml
rbu,Romani (Bugurdzi),,42.66666666666667,21.166666666666668,balk1252,rmn,Indo-European,,Indic,rmn
rbg,Romani (Burgenland),,47.5,16.5,sint1235,rmo,Indo-European,,Indic,rmo
rlo,Romani (Lovari),,47,21.5,vlax1238,rmy,Indo-European,,Indic,rmy
rsh,Rushan,,38.16666666666667,71.5,shug1248,sgh,Indo-European,,Iranian,sgh
sch,Saanich,,48.58333333333333,-123.41666666666667,stra1244,str,Salishan,,Central Salish,str
sae,Saek,,17.416666666666668,104.75,saek1240,skb,Tai-Kadai,,Kam-Tai,skb
sst,Salish (Straits),,48.75,-123.25,stra1244,str,Salishan,,Central Salish,str
syg,Saryg Yughur,,38.75,99.75,west2402,ybe,Altaic,,Turkic,ybe
smd,Semandang,,-0.75,110.5,sema1269,sdm,Austronesian,Western Malayo-Polynesian,Borneo,sdm
swr,Shoshone (Wind River),,43.41666666666667,-108.83333333333333,shos1248,shh,Uto-Aztecan,,Numic,shh
sik,Sika,,-8.7,122.25,sika1262,ski,Austronesian,,Central Malayo-Polynesian,ski
sry,Siraiya,,23,120.25,sira1267,fos,Austronesian,,Paiwanic,fos
sgs,Songish,,48.45,-123.33333333333333,stra1244,str,Salishan,,Central Salish,str
soo,Sooke,,48.33333333333333,-123.75,stra1244,str,Salishan,,Central Salish,str
spc,Spanish (Canary Islands),,28,-15.583333333333334,stan1288,spa,Indo-European,,Romance,spa
swv,Swedish (Västerbotten),,64.25,19.75,swed1254,swe,Indo-European,,Germanic,swe
tgb,Tagbanwa (Aborlan),,9.5,118.5,tagb1258,tbw,Austronesian,Western Malayo-Polynesian,Meso-Philippine,tbw
taq,Taiwanese,,25,121.5,minn1241,nan,Sino-Tibetan,,Chinese,nan
tsp,Tamil (Spoken),,11,78,tami1289,tam,Dravidian,,Southern Dravidian,tam
ttb,Tatar (Baraba),,55.33333333333333,78.33333333333333,tata1255,tat,Altaic,,Turkic,tat
tmi,Tatar (Mishar),,55.5,49,tata1255,tat,Altaic,,Turkic,tat
tlb,Tatar-Noghay (Alabugat),,47.41666666666667,45.66666666666667,noga1249,nog,Altaic,,Turkic,nog
tll,Taulil,,-4.416666666666667,152.08333333333334,taul1251,tuh,Baining-Taulil,,Taulil,tuh
tay,Tayo,,-22,166.33333333333334,tayo1238,cks,other,,Creoles and Pidgins,cks
tec,Teco,,15.416666666666666,-92.08333333333333,tekt1235,ttc,Mayan,,Mayan,ttc
tpc,Tepecano,,21.75,-104.75,tepe1278,tep,Uto-Aztecan,,Tepiman,tep
thw,Thao,,23.883333333333333,120.91666666666667,thao1240,ssf,Austronesian,,Paiwanic,ssf
tnd,Tindi,,42.36666666666667,46.25,tind1238,tin,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,tin
tod,Tod,,32.41666666666667,77.25,stod1241,sbu,Sino-Tibetan,Tibeto-Burman,Bodic,sbu
tow,Toussian (Win),,10.833333333333334,-4.666666666666667,sout2797,wib,Niger-Congo,,Gur,wib
tmk,Tumak,,9.5,17.333333333333332,tuma1260,tmc,Afro-Asiatic,Chadic,East Chadic,tmc
tex,Turkic (East-Central Xorasan),,37,59,khor1269,kmz,Altaic,,Turkic,kmz
twx,Turkic (West Xorasan),,36.66666666666667,56,khor1269,kmz,Altaic,,Turkic,kmz
twa,Twana,,47.66666666666667,-122.75,twan1247,twa,Salishan,,Central Salish,twa
ulc,Ulcha,,52.25,140.33333333333334,ulch1241,ulc,Altaic,,Tungusic,ulc
umu,Umaua,,1,-72,cari1279,cbd,Cariban,,Cariban,cbd
urh,Urhobo,,5.583333333333333,6,urho1239,urh,Niger-Congo,Benue-Congo,Edoid,urh
usl,Urubú Sign Language,,-2.3333333333333335,-46,urub1243,uks,other,,Sign Languages,uks
urm,Urum,,47.11666666666667,37.55,urum1249,uum,Altaic,,Turkic,uum
vat,Vata,,5.833333333333333,-5.416666666666667,lako1244,dic,Niger-Congo,,Kru,dic
vep,Veps,,60,35,veps1250,vep,Uralic,Finno-Ugric,Finnic,vep
wwy,Waray-Waray,,12,125,wara1300,war,Austronesian,Western Malayo-Polynesian,Meso-Philippine,war
wmn,Wéménugbé,,6.666666666666667,2.5,weme1239,wem,Niger-Congo,,Kwa,wem
xas,Xasonga,,14.25,-10.5,xaas1235,kao,Niger-Congo,Mande,Western Mande,kao
ygd,Yag Dii,,8,14,diii1241,dur,Niger-Congo,Adamawa-Ubangi,Adamawa,dur
ygn,Yaghnobi,,39,69,yagn1238,yai,Indo-European,,Iranian,yai
yba,Yamba,,6.416666666666667,11.083333333333334,yamb1251,yam,Niger-Congo,Benue-Congo,Bantoid,yam
ynm,Yanomámi,,2.3333333333333335,-63,yano1262,wca,Yanomam,,Yanomam,wca
yem,Yemba,,5.416666666666667,10.083333333333334,yemb1246,ybb,Niger-Congo,Benue-Congo,Bantoid,ybb
ydb,Yiddish (Bessarabian),,47,28.5,east2295,ydd,Indo-European,,Germanic,ydd
ylt,Yiddish (Lithuanian),,55,25,east2295,ydd,Indo-European,,Germanic,ydd
ydl,Yiddish (Lodz),,51.75,19.416666666666668,east2295,ydd,Indo-European,,Germanic,ydd
yug,Yugh,,61,90,yugh1240,yuu,Yeniseian,,Yeniseian,yuu
yrc,Yuracare,,-16.583333333333332,-65.25,yura1255,yuz,,,,yuz
yrm,Yurimangí,,3.8333333333333335,-77,,,,,,
yta,Yurt Tatar,,46.33333333333333,48.5,noga1249,nog,Altaic,,Turkic,nog
zpi,Zapotec (Ixtlan),,17.25,-96.5,sout3005,zpd,Oto-Manguean,,Zapotecan,zpd
zhn,Zhuang (Northern),,24,108,nort3249,ccx,Tai-Kadai,,Kam-Tai,ccx
zqr,Zoque (Rayon),,17.083333333333332,-93,rayo1235,zor,Mixe-Zoque,,Mixe-Zoque,zor
zno,Zulu (Northern),,-28,31,zulu1248,zul,Niger-Congo,Benue-Congo,Bantoid,zul
zso,Zulu (Southern),,-31,30,zulu1248,zul,Niger-Congo,Benue-Congo,Bantoid,zul
abw,Abenaki (Western),,44,-72.25,west2630,abe,Algic,,Algonquian,abe
ada,Adamorobe Sign Language,,5.833333333333333,-0.16666666666666669,adam1238,ads,other,,Sign Languages,ads
adt,Adyghe (Temirgoy),,45.21666666666667,39.7,adyg1241,ady,Northwest Caucasian,,Northwest Caucasian,ady
aji,Ajië,,-21.333333333333332,165.5,ajie1238,aji,Austronesian,Eastern Malayo-Polynesian,Oceanic,aji
axv,Akhvakh,,42.33333333333333,46.33333333333333,akhv1239,akv,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,akv
