ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Example_ID
8A-abi,abi,8A,2,8A-2,,Najlis-1966,
9A-abi,abi,9A,3,9A-3,,Najlis-1966[13],
10A-abi,abi,10A,2,10A-2,,Najlis-1966,
11A-abi,abi,11A,1,11A-1,,Najlis-1966,
12A-abi,abi,12A,3,12A-3,,Najlis-1966,
18A-abi,abi,18A,1,18A-1,,Najlis-1966,
19A-abi,abi,19A,1,19A-1,,Najlis-1966,
20A-abi,abi,20A,1,20A-1,,Najlis-1966,
21A-abi,abi,21A,5,21A-5,,Najlis-1966,
21B-abi,abi,21B,1,21B-1,,Najlis-1966,
26A-abi,abi,26A,2,26A-2,,Najlis-1966[passim],
28A-abi,abi,28A,1,28A-1,,Najlis-1966,
29A-abi,abi,29A,2,29A-2,,Najlis-1966,
33A-abi,abi,33A,2,33A-2,,"Najlis-1966[42-43, 45]",
35A-abi,abi,35A,4,35A-4,,Najlis-1966[55-58],
39A-abi,abi,39A,3,39A-3,,Najlis-1966[53-56],igt-3399 igt-3400
40A-abi,abi,40A,2,40A-2,,Najlis-1966[30],igt-2884
44A-abi,abi,44A,6,44A-6,,Najlis-1966[53-56],
48A-abi,abi,48A,2,48A-2,,Najlis-1966[72],
49A-abi,abi,49A,1,49A-1,,Najlis-1966[59-60],
50A-abi,abi,50A,1,50A-1,,Najlis-1966[59-60],
51A-abi,abi,51A,9,51A-9,,Najlis-1966[42-43],
57A-abi,abi,57A,3,57A-3,,"Najlis-1966[42-43, 46-47]",
65A-abi,abi,65A,2,65A-2,,Bybee-et-al-1994,
66A-abi,abi,66A,4,66A-4,,Bybee-et-al-1994,
67A-abi,abi,67A,2,67A-2,,"Bybee-et-al-1994[252, 350, quoting Najlis 1966:37]",
68A-abi,abi,68A,4,68A-4,,Bybee-et-al-1994,
69A-abi,abi,69A,2,69A-2,,Najlis-1966[28],
77A-abi,abi,77A,1,77A-1,,Najlis-1966,
78A-abi,abi,78A,1,78A-1,,Najlis-1966,
81A-abi,abi,81A,2,81A-2,,"Najlis-1966[passim 80, 87]",
82A-abi,abi,82A,1,82A-1,,"Najlis-1966[passim 80, 87]",
83A-abi,abi,83A,2,83A-2,,"Najlis-1966[passim 80, 87]",
84A-abi,abi,84A,1,84A-1,,Najlis-1966[88],
85A-abi,abi,85A,2,85A-2,,Najlis-1966[88],
86A-abi,abi,86A,3,86A-3,,"Najlis-1966[82-83, 89]",
87A-abi,abi,87A,3,87A-3,,"Najlis-1966[82-83, 89]",
88A-abi,abi,88A,1,88A-1,,Najlis-1966[89],
90A-abi,abi,90A,1,90A-1,,Najlis-1966[88],
90C-abi,abi,90C,1,90C-1,,Najlis-1966[88],
91A-abi,abi,91A,1,91A-1,,"Najlis-1966[passim 89, passim]",
93A-abi,abi,93A,1,93A-1,,Najlis-1966[87],
94A-abi,abi,94A,1,94A-1,,Najlis-1966[88],
95A-abi,abi,95A,4,95A-4,,,
96A-abi,abi,96A,4,96A-4,,,
97A-abi,abi,97A,5,97A-5,,,
98A-abi,abi,98A,1,98A-1,,Najlis-1966[87],igt-1139 igt-1140 igt-1141 igt-1142
99A-abi,abi,99A,1,99A-1,,"Najlis-1966[74-75, 88]",igt-1139 igt-1140 igt-1141 igt-1142
100A-abi,abi,100A,2,100A-2,,"Najlis-1966[28, 39]",
102A-abi,abi,102A,5,102A-5,,"Najlis-1966[28-42, 86]",
103A-abi,abi,103A,3,103A-3,,"Najlis-1966[28-42, 86]",
104A-abi,abi,104A,2,104A-2,,"Najlis-1966[28-42, 86]",
107A-abi,abi,107A,2,107A-2,,Najlis-1966[33],
111A-abi,abi,111A,2,111A-2,,Najlis-1966[34-35],
112A-abi,abi,112A,2,112A-2,,Najlis-1966[passim],
113A-abi,abi,113A,3,113A-3,,"Najlis-1966[70-71, passim]",
114A-abi,abi,114A,3,114A-3,,"Najlis-1966[70-71, passim]",
121A-abi,abi,121A,3,121A-3,,Dobrizhoffer-1902,
129A-abi,abi,129A,2,129A-2,"ARM: kaalRat ""brazo"" HAND: -apaken- ""mano""",Najlis-1966,
130A-abi,abi,130A,2,130A-2,"-ac- ""dedo""",Najlis-1966,
143A-abi,abi,143A,1,143A-1,,Najlis-1966[passim],
143E-abi,abi,143E,1,143E-1,,Najlis-1966[passim],
143F-abi,abi,143F,4,143F-4,,Najlis-1966[passim],
143G-abi,abi,143G,4,143G-4,,Najlis-1966[passim],
144A-abi,abi,144A,21,144A-21,,Najlis-1966[passim],
144D-abi,abi,144D,11,144D-11,,Najlis-1966[passim],
144J-abi,abi,144J,7,144J-7,,Najlis-1966[passim],
144K-abi,abi,144K,4,144K-4,,Najlis-1966[passim],
1A-abk,abk,1A,5,1A-5,,Hewitt-1979,
2A-abk,abk,2A,1,2A-1,,Hewitt-1979,
3A-abk,abk,3A,5,3A-5,,Hewitt-1979,
4A-abk,abk,4A,4,4A-4,,Hewitt-1979,
5A-abk,abk,5A,2,5A-2,,Hewitt-1979,
6A-abk,abk,6A,2,6A-2,,Hewitt-1979,
7A-abk,abk,7A,2,7A-2,,Hewitt-1979,
8A-abk,abk,8A,2,8A-2,,Hewitt-1979,
9A-abk,abk,9A,3,9A-3,,Hewitt-1979[258],
10A-abk,abk,10A,2,10A-2,,Hewitt-1979,
11A-abk,abk,11A,1,11A-1,,Hewitt-1979,
12A-abk,abk,12A,3,12A-3,,Hewitt-1979,
13A-abk,abk,13A,1,13A-1,,Hewitt-1979,
14A-abk,abk,14A,1,14A-1,,Hewitt-1979,
15A-abk,abk,15A,7,15A-7,,Hewitt-1979,
16A-abk,abk,16A,6,16A-6,,Hewitt-1979,
18A-abk,abk,18A,1,18A-1,,Hewitt-1979,
19A-abk,abk,19A,4,19A-4,,Hewitt-1979,
20A-abk,abk,20A,1,20A-1,,Gecadze-1979;Hewitt-1979,
21A-abk,abk,21A,5,21A-5,,Gecadze-1979;Hewitt-1979,
21B-abk,abk,21B,1,21B-1,,Gecadze-1979;Hewitt-1979,
22A-abk,abk,22A,6,22A-6,,Hewitt-and-Khiba-1979,
23A-abk,abk,23A,1,23A-1,,Hewitt-1979,
24A-abk,abk,24A,1,24A-1,,Hewitt-1979,
25A-abk,abk,25A,1,25A-1,,Hewitt-1979,
25B-abk,abk,25B,2,25B-2,,Hewitt-1979,
26A-abk,abk,26A,4,26A-4,,Hewitt-1979[passim],
27A-abk,abk,27A,1,27A-1,,Hewitt-1979[265],
28A-abk,abk,28A,1,28A-1,,Hewitt-1979,
29A-abk,abk,29A,3,29A-3,,Hewitt-1979,
30A-abk,abk,30A,3,30A-3,,"Hewitt-1979[101-103, 152, 157]",
31A-abk,abk,31A,2,31A-2,,"Hewitt-1979[101-103, 152, 157]",
32A-abk,abk,32A,2,32A-2,,"Hewitt-1979[101-103, 152, 157]",
33A-abk,abk,33A,2,33A-2,,Hewitt-1979[149],
34A-abk,abk,34A,6,34A-6,,Hewitt-1979[149-50],
35A-abk,abk,35A,4,35A-4,,Hewitt-1979[155-157],
36A-abk,abk,36A,2,36A-2,,Hewitt-1979[152],igt-3238
37A-abk,abk,37A,1,37A-1,,Hewitt-1979[56-57],
38A-abk,abk,38A,2,38A-2,,"Hewitt-1979[57, 60]",
39A-abk,abk,39A,5,39A-5,,Hewitt-1979[156-158],
40A-abk,abk,40A,3,40A-3,,Hewitt-1979[103-104],
41A-abk,abk,41A,2,41A-2,pronominal and adnominal identical: a[b]nə̀y wəy / wəbrə̀y proximal distal (invisible),Hewitt-1979[163],
42A-abk,abk,42A,1,42A-1,pronominal and adnominal identical: a[b]nə̀y wəy / wəbrə̀y proximal distal (invisible),Hewitt-1979[164],
44A-abk,abk,44A,1,44A-1,,Hewitt-1979[157],
46A-abk,abk,46A,3,46A-3,,Hewitt-1979[158],
47A-abk,abk,47A,2,47A-2,,"Hewitt-1979[58-59, 77ff.]",
48A-abk,abk,48A,4,48A-4,,Hewitt-1979[155],igt-1946 igt-1947
49A-abk,abk,49A,2,49A-2,,"Hewitt-1979[101, 161]",
50A-abk,abk,50A,2,50A-2,,"Hewitt-1979[101, 161]",
51A-abk,abk,51A,9,51A-9,,Hewitt-1979[101],
52A-abk,abk,52A,2,52A-2,,Hewitt-1989a,
53A-abk,abk,53A,5,53A-5,,Hewitt-1989a,
54A-abk,abk,54A,7,54A-7,,Lomtatidze-1967b[111],
55A-abk,abk,55A,1,55A-1,,,
57A-abk,abk,57A,1,57A-1,,Hewitt-1979[56],
58A-abk,abk,58A,2,58A-2,,Hewitt-1979,
58B-abk,abk,58B,1,58B-1,,Hewitt-1979,
59A-abk,abk,59A,1,59A-1,,Hewitt-1979,
60A-abk,abk,60A,6,60A-6,,,igt-1078 igt-1079 igt-1080
61A-abk,abk,61A,2,61A-2,,,
62A-abk,abk,62A,3,62A-3,,Hewitt-1979[112],igt-3064
63A-abk,abk,63A,1,63A-1,,Hewitt-1979,
64A-abk,abk,64A,1,64A-1,,"Hewitt-1979[62, 65]",
65A-abk,abk,65A,1,65A-1,,"Bybee-et-al-1994[84, 332-333, quoting Hewitt 1979:173]",
66A-abk,abk,66A,1,66A-1,,"Bybee-et-al-1994[142, quoting Hewitt 1979:173]",
67A-abk,abk,67A,1,67A-1,,Lomtatidze-1967b[114],
68A-abk,abk,68A,3,68A-3,,"Bybee-et-al-1994[79-80, 330, quoting Hewitt 1979:175, 180-81]",
69A-abk,abk,69A,2,69A-2,,"Hewitt-1979[172-178, 180-183]",
70A-abk,abk,70A,1,70A-1,,Spruyt-1986[47];Hewitt-and-Khiba-1979[189],
71A-abk,abk,71A,3,71A-3,,"Hewitt-1989a[57];Hewitt-and-Khiba-1979[70, 189]",
72A-abk,abk,72A,4,72A-4,,"Hewitt-1979[176, 189, 198]",
73A-abk,abk,73A,1,73A-1,,Hewitt-1979[190],igt-1528 igt-1529 igt-3652 igt-3653
74A-abk,abk,74A,2,74A-2,,Hewitt-1979[194],
75A-abk,abk,75A,1,75A-1,,Hewitt-1979[197],
76A-abk,abk,76A,2,76A-2,,Hewitt-1979[192-197],
77A-abk,abk,77A,2,77A-2,,Hewitt-1979[196],
78A-abk,abk,78A,2,78A-2,,Hewitt-1979[196],
79A-abk,abk,79A,1,79A-1,,,igt-2190 igt-2191
79B-abk,abk,79B,5,79B-5,,,
80A-abk,abk,80A,1,80A-1,,,
81A-abk,abk,81A,1,81A-1,,Hewitt-1979[103],
82A-abk,abk,82A,1,82A-1,,Hewitt-1979[103],
83A-abk,abk,83A,1,83A-1,,Hewitt-1979[103],
84A-abk,abk,84A,3,84A-3,,Hewitt-1979[52],
85A-abk,abk,85A,1,85A-1,,Hewitt-1979[103],
86A-abk,abk,86A,1,86A-1,,Hewitt-1979[116],
87A-abk,abk,87A,2,87A-2,,Hewitt-1979[56],
88A-abk,abk,88A,1,88A-1,,Hewitt-1979[57],
89A-abk,abk,89A,3,89A-3,,Hewitt-1979[236-237],
90A-abk,abk,90A,2,90A-2,,"Hewitt-1979[35, 56]",
90B-abk,abk,90B,1,90B-1,,"Hewitt-1979[35, 56]",
91A-abk,abk,91A,1,91A-1,,Hewitt-1979[53],
92A-abk,abk,92A,6,92A-6,,Hewitt-1979[8],
93A-abk,abk,93A,2,93A-2,,Hewitt-1979[21],
94A-abk,abk,94A,4,94A-4,,Hewitt-1979[231-233],
95A-abk,abk,95A,1,95A-1,,,
96A-abk,abk,96A,1,96A-1,,,
97A-abk,abk,97A,2,97A-2,,,
98A-abk,abk,98A,1,98A-1,,"Hewitt-1979[98, 104]",igt-3853 igt-3854 igt-3855 igt-3856
99A-abk,abk,99A,1,99A-1,,Hewitt-1979[104],igt-3853 igt-3854 igt-3855 igt-3856
100A-abk,abk,100A,3,100A-3,,Hewitt-1979[101-3],
101A-abk,abk,101A,2,101A-2,,Hewitt-1979[102],
102A-abk,abk,102A,5,102A-5,,Hewitt-1979[103],
103A-abk,abk,103A,2,103A-2,,Hewitt-1979[101],
104A-abk,abk,104A,3,104A-3,,Hewitt-1979[103],
105A-abk,abk,105A,1,105A-1,,Hewitt-1979[105],igt-1769 igt-1770
106A-abk,abk,106A,2,106A-2,reciprocal marker: ei,Lomtatidze-1996[144-147],
107A-abk,abk,107A,2,107A-2,,Hewitt-1979[166],
108A-abk,abk,108A,3,108A-3,,"Hewitt-1979[168-9, 220-221]",
108B-abk,abk,108B,4,108B-4,,Hewitt-1979,
109A-abk,abk,109A,4,109A-4,,Hewitt-1979[113-115],
109B-abk,abk,109B,1,109B-1,,,
110A-abk,abk,110A,2,110A-2,,Hewitt-1979[170-171],
111A-abk,abk,111A,2,111A-2,,Hewitt-1979[170-171],
112A-abk,abk,112A,1,112A-1,,Hewitt-1979[70],
113A-abk,abk,113A,3,113A-3,,Hewitt-1979[70-71],
114A-abk,abk,114A,3,114A-3,,Hewitt-1979[70-71],
115A-abk,abk,115A,1,115A-1,,Hewitt-1979[72],
116A-abk,abk,116A,2,116A-2,,Hewitt-1979[8],
117A-abk,abk,117A,5,117A-5,,Hewitt-1979,
118A-abk,abk,118A,1,118A-1,,Hewitt-1979,
119A-abk,abk,119A,1,119A-1,,Hewitt-1979,
120A-abk,abk,120A,1,120A-1,,Hewitt-1979,
122A-abk,abk,122A,4,122A-4,,Hewitt-1979,
123A-abk,abk,123A,4,123A-4,,Hewitt-1979,
124A-abk,abk,124A,2,124A-2,,Hewitt-1979[33],igt-574
125A-abk,abk,125A,2,125A-2,,Hewitt-1987[37-9],
126A-abk,abk,126A,3,126A-3,,Hewitt-1987[139],igt-3102
127A-abk,abk,127A,3,127A-3,,Hewitt-1987[64-5],
128A-abk,abk,128A,2,128A-2,,"Hewitt-1987[234-5, 239]",
129A-abk,abk,129A,2,129A-2,"ARM: a-maxoºàr ""arm"" HAND: a-nap-ə̀ ""hand""",Hewitt-1989d,
130A-abk,abk,130A,2,130A-2,"a-nc˚à ""finger""",Hewitt-1989d,
131A-abk,abk,131A,2,131A-2,,Hewitt-1979[47],igt-2021
136A-abk,abk,136A,1,136A-1,,Hewitt-1979,
136B-abk,abk,136B,1,136B-1,,Hewitt-1979,
137A-abk,abk,137A,1,137A-1,,Hewitt-1979,
137B-abk,abk,137B,2,137B-2,,Hewitt-1979,
143A-abk,abk,143A,11,143A-11,,Hewitt-1979[70],
143E-abk,abk,143E,2,143E-2,,Hewitt-1979[70],
143F-abk,abk,143F,2,143F-2,,Hewitt-1979[70],
143G-abk,abk,143G,4,143G-4,,Hewitt-1979[70],
144A-abk,abk,144A,20,144A-20,,Hewitt-1979[70],
144L-abk,abk,144L,15,144L-15,,Hewitt-1979[70],
144M-abk,abk,144M,6,144M-6,,Hewitt-1979[70],
144P-abk,abk,144P,4,144P-4,,Hewitt-1979[70],
144Q-abk,abk,144Q,4,144Q-4,,Hewitt-1979[70],
144R-abk,abk,144R,2,144R-2,,Hewitt-1979[70],
144S-abk,abk,144S,2,144S-2,,Hewitt-1979[70],
1A-abm,abm,1A,1,1A-1,,Rand-1968,
2A-abm,abm,2A,1,2A-1,,Rand-1968,
3A-abm,abm,3A,4,3A-4,,Rand-1968,
4A-abm,abm,4A,2,4A-2,,Rand-1968,
5A-abm,abm,5A,1,5A-1,,Rand-1968,
6A-abm,abm,6A,1,6A-1,,Rand-1968,
7A-abm,abm,7A,1,7A-1,,Rand-1968,
8A-abm,abm,8A,4,8A-4,,Rand-1968,
9A-abm,abm,9A,3,9A-3,,Rand-1968[100],
11A-abm,abm,11A,1,11A-1,,Rand-1968,
18A-abm,abm,18A,1,18A-1,,Rand-1968,
19A-abm,abm,19A,1,19A-1,,Rand-1968,
27A-abm,abm,27A,1,27A-1,,Lupardus-1982,
46A-abm,abm,46A,1,46A-1,,Sylestine-et-al-1993[303-7],
63A-abm,abm,63A,1,63A-1,,Lupardus-1982,
77A-abm,abm,77A,2,77A-2,,Sylestine-et-al-1993,
78A-abm,abm,78A,2,78A-2,,Sylestine-et-al-1993,
117A-abm,abm,117A,1,117A-1,,Lupardus-1982,
118A-abm,abm,118A,1,118A-1,,Lupardus-1982,
119A-abm,abm,119A,1,119A-1,,Lupardus-1982,
120A-abm,abm,120A,2,120A-2,,Lupardus-1982,
129A-abm,abm,129A,2,129A-2,"ARM: sakba ""arm"" HAND: ilbi ""hand""",Sylestine-et-al-1993,
130A-abm,abm,130A,2,130A-2,"ilbiswáatali ""finger"" ilbochoski ""fingers""",Sylestine-et-al-1993,
131A-abm,abm,131A,1,131A-1,,Sylestine-et-al-1993[365],
138A-abm,abm,138A,3,138A-3,tìika,Sylestine-et-al-nd,
26A-abn,abn,26A,2,26A-2,,Hercus-1994[passim],
30A-abn,abn,30A,1,30A-1,,Hercus-1994,
31A-abn,abn,31A,1,31A-1,,Hercus-1994,
32A-abn,abn,32A,1,32A-1,,Hercus-1994,
33A-abn,abn,33A,2,33A-2,,"Hercus-1994[61, 63]",
35A-abn,abn,35A,4,35A-4,,Hercus-1994[110-114],
39B-abn,abn,39B,2,39B-2,,,
41A-abn,abn,41A,3,41A-3,pronominal and adnominal identical: nha- ka- wa- proximal medial distal,Hercus-1994[120],
42A-abn,abn,42A,1,42A-1,pronominal and adnominal identical: nha- ka- wa- proximal medial distal,Hercus-1994[119],
44A-abn,abn,44A,6,44A-6,,Hercus-1994[110-114],
48A-abn,abn,48A,1,48A-1,,Hercus-1994[60-1],igt-575
51A-abn,abn,51A,1,51A-1,,Hercus-1994[61],
53A-abn,abn,53A,1,53A-1,,Hercus-1994,
69A-abn,abn,69A,2,69A-2,,Hercus-1994[passim],
79A-abn,abn,79A,4,79A-4,,Hercus-1994,
79B-abn,abn,79B,5,79B-5,,,
80A-abn,abn,80A,1,80A-1,,Hercus-1994,
81A-abn,abn,81A,1,81A-1,,Hercus-1994[261],
82A-abn,abn,82A,1,82A-1,,Hercus-1994[261],
83A-abn,abn,83A,1,83A-1,,Hercus-1994[261],
86A-abn,abn,86A,3,86A-3,,Hercus-1994[73-74],
87A-abn,abn,87A,2,87A-2,,Hercus-1994[283],
97A-abn,abn,97A,2,97A-2,,,
100A-abn,abn,100A,1,100A-1,,"Hercus-1994[130, 264]",
102A-abn,abn,102A,1,102A-1,,"Hercus-1994[130, 264]",
103A-abn,abn,103A,1,103A-1,,"Hercus-1994[130, 326]",
104A-abn,abn,104A,1,104A-1,,"Hercus-1994[130, 264]",
107A-abn,abn,107A,2,107A-2,,Hercus-1994[146-156],
112A-abn,abn,112A,2,112A-2,,Hercus-1994[passim],
143A-abn,abn,143A,1,143A-1,,Hercus-1994[263],
143E-abn,abn,143E,1,143E-1,,Hercus-1994[263],
143F-abn,abn,143F,4,143F-4,,Hercus-1994[263],
143G-abn,abn,143G,4,143G-4,,Hercus-1994[263],
144A-abn,abn,144A,21,144A-21,,Hercus-1994[263],
144L-abn,abn,144L,14,144L-14,,Hercus-1994[263],
144S-abn,abn,144S,11,144S-11,,Hercus-1994[263],
30A-abo,abo,30A,2,30A-2,,"Hayward-1984[131-132, 159-184]",
31A-abo,abo,31A,2,31A-2,,"Hayward-1984[131-132, 159-184]",
32A-abo,abo,32A,3,32A-3,,"Hayward-1984[131-132, 159-184]",
55A-abo,abo,55A,1,55A-1,,Hayward-1984[208-214],
81A-abo,abo,81A,1,81A-1,,Hayward-1984[110],
82A-abo,abo,82A,1,82A-1,,Hayward-1984[110],
83A-abo,abo,83A,1,83A-1,,Hayward-1984[110],
86A-abo,abo,86A,2,86A-2,,Hayward-1984[150-152],
87A-abo,abo,87A,2,87A-2,,"Hayward-1984[184, passim]",
89A-abo,abo,89A,2,89A-2,,"Hayward-1984[184, passim]",
90A-abo,abo,90A,1,90A-1,,Hayward-1984[314],
90C-abo,abo,90C,1,90C-1,,Hayward-1984[314],
96A-abo,abo,96A,2,96A-2,,,
97A-abo,abo,97A,2,97A-2,,,
26A-abu,abu,26A,1,26A-1,,Berry-and-Berry-1999[passim],
33A-abu,abu,33A,9,33A-9,,Berry-and-Berry-1999[21],
34A-abu,abu,34A,1,34A-1,,"Berry-and-Berry-1999[24, 31]",
37A-abu,abu,37A,2,37A-2,,"Berry-1995b[97, 102]",
38A-abu,abu,38A,1,38A-1,,"Berry-1995b[97, 102]",
44A-abu,abu,44A,3,44A-3,,Berry-and-Berry-1999[45],
45A-abu,abu,45A,1,45A-1,,Berry-and-Berry-1999,
46A-abu,abu,46A,2,46A-2,,"Berry-and-Berry-1999[62, 71, 81, 103]",
48A-abu,abu,48A,2,48A-2,,Berry-and-Berry-1999[39-40],
51A-abu,abu,51A,9,51A-9,,Berry-1995a[passim],
55A-abu,abu,55A,3,55A-3,,Berry-and-Berry-1999[92-93],
56A-abu,abu,56A,2,56A-2,,Berry-and-Berry-1999[92-93],
60A-abu,abu,60A,6,60A-6,,Berry-and-Berry-1999[92-93],
64A-abu,abu,64A,1,64A-1,,"Berry-and-Berry-1999[95-97, 213]",
69A-abu,abu,69A,5,69A-5,,Berry-1995b[35],
70A-abu,abu,70A,5,70A-5,,Berry-and-Berry-1999[116],
81A-abu,abu,81A,2,81A-2,,Berry-1995b[5],
82A-abu,abu,82A,1,82A-1,,Berry-1995b[5],
83A-abu,abu,83A,2,83A-2,,Berry-1995b[5],
84A-abu,abu,84A,1,84A-1,,Berry-1995b[71],
85A-abu,abu,85A,2,85A-2,,"Berry-1995b[5, 119]",
86A-abu,abu,86A,1,86A-1,,Berry-1995b[111ff],
87A-abu,abu,87A,2,87A-2,,Berry-1995b[97],
88A-abu,abu,88A,2,88A-2,,"Berry-1995b[97, 102]",
89A-abu,abu,89A,2,89A-2,,Berry-1995b[98],
90A-abu,abu,90A,1,90A-1,,Berry-1995a[46ff];Berry-1995b[107-109],
90C-abu,abu,90C,1,90C-1,,Berry-1995b[107-109];Berry-1995a[46ff],
91A-abu,abu,91A,2,91A-2,,Berry-1995b[130],
92A-abu,abu,92A,2,92A-2,,"Berry-1995b[85, 144]",igt-816
93A-abu,abu,93A,2,93A-2,,Berry-1995b[153ff],
94A-abu,abu,94A,5,94A-5,,"Berry-1995b[8];Berry-1995a[120ff., 137, 139]",
95A-abu,abu,95A,4,95A-4,,,
96A-abu,abu,96A,4,96A-4,,,
97A-abu,abu,97A,4,97A-4,,,
100A-abu,abu,100A,1,100A-1,,Berry-and-Berry-1999[48],
101A-abu,abu,101A,1,101A-1,,Berry-1995b[35],
